# rank	test_index	similarity
1398	256	-0.011882
1399	1827	-0.012102
1400	306	-0.012116
1401	2273	-0.012214
1402	1491	-0.012254
1403	2150	-0.012437
1404	1621	-0.012676
1405	1060	-0.012813
1406	457	-0.012993
1407	1179	-0.013195
1408	1824	-0.013207
1409	1869	-0.013340
1410	1817	-0.013702
1411	927	-0.014154
1412	1407	-0.014263
1413	1659	-0.014295
1414	800	-0.014357
1415	1854	-0.014414
1416	2140	-0.014416
1417	1364	-0.014452
1418	974	-0.014505
1419	2307	-0.014520
1420	408	-0.014521
1421	1643	-0.014540
1422	1412	-0.014553
1423	2352	-0.014729
1424	685	-0.014832
1425	1711	-0.014855
1426	1108	-0.014997
1427	2423	-0.015060
1428	530	-0.015137
1429	2027	-0.015194
1430	1483	-0.015233
1431	2370	-0.015359
1432	2255	-0.015467
1433	920	-0.015474
1434	2451	-0.015544
1435	1818	-0.016066
1436	558	-0.016084
1437	2060	-0.016095
1438	2275	-0.016113
1439	1646	-0.016285
1440	2081	-0.016358
1441	576	-0.016365
1442	550	-0.016376
1443	1676	-0.016650
1444	1345	-0.016680
1445	51	-0.016813
1446	1455	-0.016887
1447	688	-0.017094
1448	1416	-0.017204
1449	1297	-0.017209
1450	2473	-0.017356
1451	2276	-0.017370
1452	2337	-0.017551
1453	1096	-0.017579
1454	585	-0.017582
1455	1083	-0.017596
1456	2291	-0.017620
1457	917	-0.017670
1458	1320	-0.017696
1459	542	-0.017867
1460	1448	-0.017984
1461	956	-0.018144
1462	695	-0.018147
1463	1708	-0.018169
1464	2097	-0.018253
1465	261	-0.018363
1466	955	-0.018503
1467	1	-0.018581
1468	1738	-0.018947
1469	1509	-0.018949
1470	73	-0.019177
1471	1877	-0.019562
1472	2142	-0.019573
1473	414	-0.019661
1474	546	-0.019669
1475	200	-0.019777
1476	1459	-0.019807
1477	422	-0.020012
1478	322	-0.020016
1479	915	-0.020022
1480	1771	-0.020121
1481	2126	-0.020144
1482	202	-0.020155
1483	897	-0.020428
1484	2392	-0.020630
1485	2311	-0.020783
1486	1741	-0.020829
1487	1794	-0.020833
1488	1025	-0.021074
1489	29	-0.021089
1490	1716	-0.021141
1491	975	-0.021168
1492	875	-0.021190
1493	878	-0.021227
1494	1674	-0.021286
1495	1080	-0.021628
1496	1863	-0.021721
1497	2314	-0.021809
1498	1488	-0.021813
1499	85	-0.021843
1500	2048	-0.021895
1501	2399	-0.022047
1502	735	-0.022111
1503	2315	-0.022128
1504	1036	-0.022138
1505	1339	-0.022221
1506	772	-0.022246
1507	1085	-0.022306
1508	2497	-0.022364
1509	1575	-0.022475
1510	1579	-0.022687
1511	93	-0.022723
1512	1327	-0.022746
1513	2264	-0.022804
1514	21	-0.022851
1515	38	-0.022932
1516	1507	-0.022938
1517	71	-0.022977
1518	1216	-0.023290
1519	1123	-0.023329
1520	181	-0.023338
1521	1590	-0.023476
1522	1133	-0.023489
1523	123	-0.023550
1524	887	-0.023681
1525	1466	-0.023750
1526	154	-0.024107
1527	2137	-0.024139
1528	818	-0.024174
1529	1971	-0.024192
1530	755	-0.024618
1531	564	-0.024763
1532	2482	-0.025082
1533	781	-0.025130
1534	2398	-0.025172
1535	1241	-0.025330
1536	459	-0.025371
1537	1958	-0.025434
1538	603	-0.025436
1539	2304	-0.025575
1540	1047	-0.025646
1541	1360	-0.025764
1542	214	-0.025775
1543	885	-0.025826
1544	351	-0.025877
1545	2465	-0.026013
1546	1015	-0.026049
1547	2281	-0.026052
1548	212	-0.026204
1549	857	-0.026514
1550	2442	-0.026591
1551	1778	-0.026621
1552	2233	-0.026774
1553	768	-0.026827
1554	2411	-0.026908
1555	1264	-0.026913
1556	1273	-0.026927
1557	977	-0.026997
1558	1002	-0.027043
1559	1626	-0.027110
1560	931	-0.027163
1561	1829	-0.027163
1562	980	-0.027190
1563	660	-0.027213
1564	23	-0.027314
1565	1373	-0.027322
1566	2379	-0.027580
1567	642	-0.027600
1568	1510	-0.027850
1569	545	-0.027879
1570	1113	-0.028161
1571	1190	-0.028161
1572	255	-0.028240
1573	555	-0.028253
1574	533	-0.028277
1575	905	-0.028304
1576	998	-0.028319
1577	1596	-0.028337
1578	2422	-0.028427
1579	741	-0.028703
1580	12	-0.028747
1581	1654	-0.028778
1582	54	-0.028848
1583	1012	-0.028859
1584	1930	-0.028869
1585	2055	-0.028895
1586	436	-0.028954
1587	1633	-0.029089
1588	641	-0.029102
1589	2247	-0.029116
1590	2218	-0.029270
1591	2435	-0.029480
1592	277	-0.029513
1593	39	-0.029677
1594	2188	-0.030066
1595	1145	-0.030070
1596	2348	-0.030180
1597	1334	-0.030198
1598	1922	-0.030483
1599	1834	-0.030519
1600	328	-0.030608
1601	1919	-0.030775
1602	1121	-0.030803
1603	1294	-0.030950
1604	323	-0.031063
1605	2486	-0.031248
1606	2241	-0.031397
1607	2296	-0.031487
1608	667	-0.031642
1609	743	-0.031673
1610	395	-0.031819
1611	1309	-0.031821
1612	307	-0.031930
1613	464	-0.031944
1614	796	-0.031968
1615	2063	-0.031983
1616	224	-0.032082
1617	1536	-0.032086
1618	949	-0.032112
1619	2	-0.032128
1620	1697	-0.032154
1621	843	-0.032398
1622	966	-0.032444
1623	1953	-0.032464
1624	193	-0.032546
1625	1175	-0.032648
1626	390	-0.032650
1627	1276	-0.032799
1628	2413	-0.032918
1629	124	-0.033040
1630	1337	-0.033176
1631	1041	-0.033367
1632	1968	-0.033379
1633	1283	-0.033417
1634	1000	-0.033492
1635	148	-0.033494
1636	2414	-0.033729
1637	1988	-0.033791
1638	174	-0.033806
1639	2215	-0.033829
1640	1866	-0.033855
1641	347	-0.033948
1642	2248	-0.034172
1643	512	-0.034181
1644	1520	-0.034248
1645	1016	-0.034254
1646	2114	-0.034425
1647	1790	-0.034455
1648	675	-0.034652
1649	442	-0.034692
1650	809	-0.035253
1651	376	-0.035282
1652	1104	-0.035286
1653	1698	-0.035382
1654	1516	-0.035718
1655	2243	-0.035866
1656	1489	-0.036069
1657	2484	-0.036139
1658	626	-0.036361
1659	1472	-0.036386
1660	449	-0.036401
1661	1461	-0.036433
1662	1397	-0.036514
1663	1458	-0.036624
1664	1311	-0.036990
1665	2019	-0.037023
1666	1019	-0.037024
1667	1999	-0.037062
1668	1142	-0.037084
1669	2102	-0.037155
1670	2267	-0.037294
1671	2000	-0.037401
1672	1343	-0.037477
1673	2195	-0.037587
1674	2110	-0.037626
1675	820	-0.037630
1676	370	-0.037686
1677	1746	-0.037948
1678	1715	-0.038108
1679	2469	-0.038203
1680	856	-0.038245
1681	423	-0.038264
1682	1599	-0.038359
1683	1781	-0.038382
1684	1748	-0.038383
1685	1673	-0.038433
1686	951	-0.038574
1687	305	-0.038619
1688	1566	-0.038796
1689	1493	-0.038874
1690	1893	-0.038916
1691	1193	-0.038951
1692	31	-0.039351
1693	405	-0.039519
1694	1764	-0.039552
1695	1037	-0.039580
1696	1109	-0.039741
1697	1814	-0.039765
1698	696	-0.039926
1699	402	-0.039929
1700	84	-0.039998
1701	773	-0.040193
1702	1551	-0.040328
1703	1558	-0.040394
1704	1411	-0.040468
1705	1595	-0.041233
1706	2051	-0.041321
1707	325	-0.041586
1708	812	-0.041641
1709	898	-0.041702
1710	2441	-0.041737
1711	1982	-0.041880
1712	2371	-0.041932
1713	425	-0.042001
1714	2368	-0.042074
1715	334	-0.042349
1716	1664	-0.042400
1717	1531	-0.042457
1718	1137	-0.042465
1719	1744	-0.042483
1720	435	-0.042537
1721	562	-0.042582
1722	992	-0.042584
1723	1662	-0.042598
1724	614	-0.042743
1725	1167	-0.043180
1726	2057	-0.043187
1727	291	-0.043231
1728	270	-0.043334
1729	426	-0.043351
1730	1476	-0.043415
1731	1332	-0.043489
1732	1593	-0.043512
1733	1560	-0.043746
1734	662	-0.043792
1735	1069	-0.043812
1736	481	-0.043853
1737	770	-0.043853
1738	830	-0.043912
1739	1409	-0.043986
1740	1295	-0.044073
1741	1269	-0.044216
1742	2472	-0.044279
1743	377	-0.044389
1744	406	-0.044660
1745	263	-0.044742
1746	2313	-0.044770
1747	311	-0.044919
1748	751	-0.045103
1749	2429	-0.045107
1750	419	-0.045150
1751	860	-0.045250
1752	1614	-0.045341
1753	1215	-0.045503
1754	754	-0.045605
1755	1300	-0.045613
1756	2475	-0.045621
1757	886	-0.045681
1758	2330	-0.045773
1759	48	-0.045900
1760	1282	-0.046051
1761	494	-0.046190
1762	120	-0.046275
1763	2109	-0.046434
1764	534	-0.046460
1765	2260	-0.046467
1766	341	-0.046476
1767	2007	-0.046485
1768	1292	-0.046510
1769	348	-0.046519
1770	848	-0.046875
1771	241	-0.046941
1772	1399	-0.047178
1773	2361	-0.047231
1774	1616	-0.047332
1775	2090	-0.047390
1776	498	-0.047412
1777	864	-0.047599
1778	235	-0.047842
1779	248	-0.047954
1780	2237	-0.047969
1781	671	-0.047994
1782	2174	-0.048162
1783	1378	-0.048552
1784	2144	-0.048703
1785	647	-0.049008
1786	2066	-0.049341
1787	362	-0.049353
1788	132	-0.049438
1789	450	-0.049597
1790	2238	-0.049650
1791	304	-0.049851
1792	50	-0.049860
1793	945	-0.050024
1794	672	-0.050661
1795	67	-0.050714
1796	337	-0.050749
1797	1606	-0.050847
1798	162	-0.050900
1799	1499	-0.051033
1800	2448	-0.051033
1801	1088	-0.051357
1802	298	-0.051396
1803	1303	-0.051444
1804	1785	-0.051463
1805	904	-0.051514
1806	948	-0.051606
1807	806	-0.051680
1808	1628	-0.051801
1809	321	-0.051954
1810	2488	-0.052067
1811	1853	-0.052091
1812	2279	-0.052107
1813	2054	-0.052267
1814	783	-0.052284
1815	2426	-0.052300
1816	1607	-0.052382
1817	871	-0.052398
1818	197	-0.052404
1819	645	-0.052413
1820	1545	-0.052511
1821	2437	-0.052682
1822	1366	-0.053030
1823	226	-0.053043
1824	823	-0.053050
1825	2029	-0.053056
1826	1750	-0.053100
1827	767	-0.053208
1828	412	-0.053413
1829	787	-0.053553
1830	2133	-0.053583
1831	78	-0.053757
1832	2417	-0.053760
1833	312	-0.053862
1834	488	-0.053877
1835	536	-0.053931
1836	249	-0.053981
1837	1259	-0.054041
1838	1496	-0.054297
1839	1952	-0.054311
1840	1763	-0.054343
1841	1328	-0.054558
1842	2182	-0.054655
1843	1157	-0.054764
1844	2343	-0.054781
1845	995	-0.054824
1846	6	-0.054897
1847	2119	-0.055096
1848	1003	-0.055295
1849	704	-0.055439
1850	1737	-0.055489
1851	2452	-0.055853
1852	1934	-0.055896
1853	2409	-0.055925
1854	655	-0.056012
1855	895	-0.056080
1856	817	-0.056101
1857	363	-0.056306
1858	2249	-0.056394
1859	1632	-0.056398
1860	1351	-0.056585
1861	552	-0.056591
1862	2123	-0.056695
1863	526	-0.056831
1864	771	-0.056971
1865	987	-0.057136
1866	2462	-0.057137
1867	1061	-0.057307
1868	343	-0.057344
1869	112	-0.057590
1870	841	-0.057603
1871	1622	-0.057709
1872	1702	-0.057735
1873	1887	-0.057915
1874	2463	-0.057929
1875	2226	-0.057972
1876	1758	-0.058007
1877	222	-0.058078
1878	842	-0.058210
1879	1075	-0.058305
1880	2185	-0.058457
1881	1434	-0.058500
1882	2171	-0.058742
1883	853	-0.058882
1884	151	-0.058991
1885	250	-0.059046
1886	1546	-0.059488
1887	1587	-0.059544
1888	1347	-0.059743
1889	733	-0.059782
1890	2282	-0.059786
1891	863	-0.059821
1892	163	-0.059861
1893	708	-0.059982
1894	996	-0.060020
1895	290	-0.060034
1896	993	-0.060221
1897	1234	-0.060462
1898	1960	-0.060506
1899	178	-0.060525
1900	1033	-0.060574
1901	404	-0.060602
1902	1141	-0.060708
1903	2187	-0.060731
1904	2198	-0.060999
1905	609	-0.061041
1906	1571	-0.061380
1907	506	-0.061516
1908	2305	-0.061594
1909	666	-0.061672
1910	468	-0.061737
1911	1703	-0.061921
1912	953	-0.062003
1913	1745	-0.062176
1914	1722	-0.062285
1915	982	-0.062677
1916	2470	-0.062766
1917	59	-0.063034
1918	1858	-0.063045
1919	2026	-0.063177
1920	1099	-0.063216
1921	368	-0.063285
1922	1561	-0.063468
1923	1487	-0.064107
1924	2013	-0.064228
1925	1789	-0.064291
1926	908	-0.064537
1927	1348	-0.064562
1928	1975	-0.064565
1929	1052	-0.064574
1930	928	-0.064947
1931	1625	-0.065377
1932	233	-0.065624
1933	758	-0.065731
1934	219	-0.065754
1935	34	-0.065829
1936	1266	-0.065989
1937	1755	-0.066342
1938	1419	-0.066605
1939	205	-0.066757
1940	1724	-0.066836
1941	2457	-0.067002
1942	2005	-0.067035
1943	2193	-0.067060
1944	1839	-0.067122
1945	246	-0.067165
1946	2074	-0.067249
1947	2297	-0.067313
1948	776	-0.067341
1949	1166	-0.067440
1950	1107	-0.067490
1951	247	-0.067749
1952	663	-0.067752
1953	2156	-0.067955
1954	1909	-0.067960
1955	761	-0.068069
1956	1149	-0.068120
1957	2127	-0.068120
1958	792	-0.068159
1959	867	-0.068260
1960	677	-0.068306
1961	2464	-0.068315
1962	619	-0.068417
1963	1087	-0.068516
1964	68	-0.068760
1965	889	-0.068850
1966	740	-0.068995
1967	516	-0.069164
1968	1172	-0.069202
1969	1365	-0.069303
1970	1961	-0.069369
1971	1849	-0.069545
1972	1942	-0.069618
1973	2300	-0.069676
1974	1661	-0.069938
1975	1325	-0.070036
1976	958	-0.070498
1977	1249	-0.070685
1978	1704	-0.070749
1979	1714	-0.070772
1980	1138	-0.071429
1981	1859	-0.071512
1982	2132	-0.071623
1983	1788	-0.071708
1984	1964	-0.071784
1985	1314	-0.072213
1986	252	-0.072285
1987	28	-0.072598
1988	716	-0.072654
1989	2168	-0.072680
1990	2113	-0.072726
1991	1383	-0.072765
1992	473	-0.073001
1993	2461	-0.073192
1994	1239	-0.073316
1995	49	-0.073395
1996	2016	-0.073422
1997	1736	-0.073464
1998	275	-0.073577
1999	2380	-0.073619
2000	1805	-0.073691
2001	1868	-0.073712
2002	1729	-0.073794
2003	1035	-0.073861
2004	1135	-0.073862
2005	535	-0.073866
2006	1462	-0.073928
2007	2450	-0.074117
2008	1437	-0.074186
2009	515	-0.074207
2010	2139	-0.074357
2011	1017	-0.074529
2012	478	-0.074653
2013	131	-0.074714
2014	681	-0.075099
2015	1841	-0.075300
2016	1067	-0.075482
2017	142	-0.075594
2018	1221	-0.075782
2019	635	-0.075857
2020	2309	-0.075877
2021	2272	-0.075926
2022	140	-0.075972
2023	835	-0.076119
2024	125	-0.076207
2025	1642	-0.076218
2026	1318	-0.076330
2027	598	-0.076401
2028	1997	-0.076410
2029	589	-0.076414
2030	145	-0.076587
2031	939	-0.076592
2032	1418	-0.076657
2033	1619	-0.076716
2034	543	-0.076966
2035	2121	-0.076968
2036	1954	-0.077511
2037	2047	-0.077819
2038	1884	-0.077983
2039	1601	-0.078329
2040	769	-0.078573
2041	476	-0.078590
2042	1658	-0.078605
2043	1225	-0.078732
2044	2125	-0.078739
2045	1377	-0.078824
2046	637	-0.078878
2047	2111	-0.079306
2048	448	-0.079491
2049	697	-0.079498
2050	1134	-0.079699
2051	597	-0.079702
2052	1140	-0.080045
2053	1268	-0.080160
2054	441	-0.080498
2055	1255	-0.080521
2056	1226	-0.080763
2057	1165	-0.080888
2058	1086	-0.080897
2059	2228	-0.081196
2060	398	-0.081250
2061	164	-0.081329
2062	1908	-0.081419
2063	839	-0.081466
2064	1576	-0.081545
2065	1948	-0.081677
2066	1529	-0.081819
2067	1547	-0.082095
2068	1693	-0.082115
2069	161	-0.082124
2070	1540	-0.082292
2071	1898	-0.082511
2072	2259	-0.082546
2073	1005	-0.082588
2074	1326	-0.082739
2075	76	-0.082837
2076	1020	-0.082843
2077	1669	-0.082879
2078	2402	-0.083116
2079	1718	-0.083116
2080	103	-0.083123
2081	1317	-0.083135
2082	1184	-0.083746
2083	1206	-0.083792
2084	560	-0.083816
2085	581	-0.083884
2086	358	-0.083904
2087	1517	-0.084059
2088	1995	-0.084160
2089	1811	-0.084403
2090	2155	-0.084475
2091	1330	-0.084741
2092	2104	-0.085080
2093	33	-0.085344
2094	1281	-0.085735
2095	712	-0.086215
2096	1394	-0.086323
2097	1535	-0.086370
2098	1727	-0.086740
2099	1059	-0.086881
2100	97	-0.087068
2101	1837	-0.087153
2102	108	-0.087207
2103	1210	-0.087352
2104	302	-0.087899
2105	177	-0.087955
2106	1798	-0.088070
2107	2135	-0.088092
2108	1991	-0.088148
2109	2278	-0.088155
2110	15	-0.088255
2111	237	-0.088545
2112	1696	-0.088652
2113	2170	-0.088666
2114	1204	-0.088710
2115	1095	-0.088747
2116	1058	-0.088857
2117	633	-0.088872
2118	2393	-0.089054
2119	453	-0.089358
2120	1515	-0.089378
2121	941	-0.089396
2122	729	-0.089569
2123	1331	-0.089571
2124	618	-0.089782
2125	1602	-0.090133
2126	1192	-0.090219
2127	1768	-0.090340
2128	1460	-0.090474
2129	870	-0.090496
2130	1912	-0.090837
2131	1605	-0.090923
2132	2444	-0.090939
2133	627	-0.091068
2134	1124	-0.091083
2135	1082	-0.091470
2136	1205	-0.091480
2137	1978	-0.091559
2138	985	-0.091615
2139	2134	-0.091646
2140	332	-0.091678
2141	1502	-0.091892
2142	1728	-0.091903
2143	89	-0.092014
2144	386	-0.092024
2145	1315	-0.092220
2146	2033	-0.092535
2147	308	-0.092576
2148	315	-0.093161
2149	2077	-0.093312
2150	56	-0.093466
2151	1256	-0.093615
2152	2166	-0.093732
2153	1371	-0.093766
2154	1091	-0.093796
2155	620	-0.094023
2156	2002	-0.094102
2157	826	-0.094325
2158	1129	-0.094440
2159	1533	-0.094464
2160	720	-0.094504
2161	350	-0.094551
2162	1555	-0.094923
2163	1344	-0.094971
2164	1926	-0.095060
2165	629	-0.095217
2166	1431	-0.095242
2167	610	-0.095393
2168	1354	-0.095453
2169	638	-0.095607
2170	1822	-0.095702
2171	77	-0.096148
2172	1861	-0.096181
2173	1603	-0.096222
2174	1156	-0.096332
2175	965	-0.096382
2176	1759	-0.096567
2177	344	-0.097066
2178	2120	-0.097079
2179	934	-0.097120
2180	1779	-0.097145
2181	1475	-0.097218
2182	1974	-0.097631
2183	1647	-0.097751
2184	2251	-0.097821
2185	192	-0.098049
2186	2117	-0.098150
2187	1692	-0.098418
2188	1747	-0.098453
2189	1090	-0.098492
2190	2280	-0.098507
2191	1313	-0.098541
2192	960	-0.098702
2193	612	-0.098732
2194	1935	-0.099067
2195	1521	-0.099442
2196	700	-0.099453
2197	365	-0.099490
2198	850	-0.099502
2199	1119	-0.099582
2200	1112	-0.099923
2201	1199	-0.099962
2202	149	-0.100058
2203	890	-0.100085
2204	1201	-0.100136
2205	807	-0.100291
2206	1267	-0.100341
2207	170	-0.100567
2208	122	-0.101133
2209	2050	-0.101452
2210	2377	-0.101551
2211	296	-0.101891
2212	2159	-0.102010
2213	2175	-0.102115
2214	1100	-0.102185
2215	1891	-0.102483
2216	399	-0.102851
2217	1198	-0.103018
2218	1189	-0.103019
2219	379	-0.103060
2220	2476	-0.103098
2221	752	-0.103268
2222	95	-0.103424
2223	394	-0.103787
2224	58	-0.103886
2225	1153	-0.103928
2226	1187	-0.103986
2227	14	-0.104040
2228	455	-0.104748
2229	1224	-0.104763
2230	899	-0.104808
2231	1730	-0.104829
2232	2245	-0.105227
2233	2295	-0.105276
2234	749	-0.105631
2235	25	-0.105668
2236	1482	-0.105722
2237	41	-0.105805
2238	360	-0.106431
2239	2129	-0.106500
2240	828	-0.106577
2241	367	-0.106981
2242	593	-0.107084
2243	1446	-0.107184
2244	784	-0.107230
2245	2479	-0.107238
2246	684	-0.107565
2247	891	-0.107568
2248	2288	-0.107981
2249	2340	-0.108114
2250	324	-0.108452
2251	483	-0.108524
2252	624	-0.108530
2253	2071	-0.108570
2254	1117	-0.109142
2255	1773	-0.109968
2256	2118	-0.110375
2257	753	-0.110620
2258	2285	-0.110647
2259	265	-0.111219
2260	2270	-0.111722
2261	160	-0.111739
2262	2151	-0.111980
2263	2342	-0.112089
2264	572	-0.112438
2265	2367	-0.112657
2266	292	-0.112685
2267	651	-0.113283
2268	146	-0.113329
2269	272	-0.113366
2270	1423	-0.113427
2271	777	-0.113466
2272	906	-0.114034
2273	1721	-0.114168
2274	2418	-0.114335
2275	2261	-0.114573
2276	1290	-0.114614
2277	587	-0.114765
2278	1481	-0.114815
2279	216	-0.115095
2280	1227	-0.115390
2281	2106	-0.115718
2282	2320	-0.115993
2283	571	-0.116001
2284	747	-0.116271
2285	1402	-0.116519
2286	1382	-0.117213
2287	2332	-0.117659
2288	509	-0.117927
2289	1357	-0.118160
2290	1760	-0.118552
2291	1417	-0.118735
2292	764	-0.119146
2293	1886	-0.119810
2294	2287	-0.120031
2295	2012	-0.120177
2296	1447	-0.120611
2297	366	-0.120858
2298	2025	-0.121094
2299	40	-0.121243
2300	952	-0.121491
2301	330	-0.121632
2302	1969	-0.121713
2303	2404	-0.121728
2304	1497	-0.121901
2305	2224	-0.121955
2306	2487	-0.122099
2307	1485	-0.122312
2308	1994	-0.122754
2309	283	-0.122916
2310	1011	-0.123032
2311	519	-0.123150
2312	497	-0.123472
2313	1079	-0.123726
2314	1782	-0.123924
2315	2284	-0.124168
2316	1986	-0.124207
2317	1066	-0.124279
2318	524	-0.124406
2319	1713	-0.124563
2320	2219	-0.124592
2321	374	-0.124621
2322	615	-0.125015
2323	495	-0.125806
2324	690	-0.125809
2325	1233	-0.126431
2326	279	-0.126692
2327	932	-0.126967
2328	1028	-0.127165
2329	1526	-0.127378
2330	565	-0.127509
2331	2419	-0.127634
2332	66	-0.127802
2333	1913	-0.128033
2334	2322	-0.128157
2335	2034	-0.128174
2336	387	-0.128413
2337	349	-0.128897
2338	1992	-0.128993
2339	1821	-0.129255
2340	208	-0.129317
2341	1296	-0.129480
2342	1164	-0.129631
2343	1468	-0.129685
2344	357	-0.129799
2345	583	-0.129929
2346	838	-0.130309
2347	2336	-0.130351
2348	1379	-0.130930
2349	2327	-0.130954
2350	2078	-0.131705
2351	1388	-0.132146
2352	72	-0.132441
2353	2387	-0.133011
2354	2204	-0.133969
2355	2454	-0.133989
2356	518	-0.134702
2357	865	-0.134830
2358	1329	-0.134908
2359	2438	-0.134926
2360	98	-0.134967
2361	594	-0.135119
2362	921	-0.135319
2363	2148	-0.135509
2364	282	-0.135617
2365	424	-0.135916
2366	517	-0.136379
2367	582	-0.136455
2368	1214	-0.136657
2369	2096	-0.137107
2370	2440	-0.137196
2371	1624	-0.137361
2372	623	-0.137539
2373	1719	-0.137721
2374	1174	-0.138167
2375	1506	-0.138436
2376	2091	-0.138732
2377	1519	-0.139090
2378	1492	-0.139421
2379	1707	-0.139580
2380	2244	-0.139631
2381	1838	-0.139792
2382	1139	-0.141005
2383	2122	-0.141146
2384	2230	-0.141168
2385	775	-0.141623
2386	43	-0.142892
2387	244	-0.143089
2388	2254	-0.143198
2389	287	-0.143553
2390	840	-0.144233
2391	2385	-0.144529
2392	2014	-0.144565
2393	102	-0.144845
2394	1681	-0.144943
2395	2356	-0.145523
2396	2094	-0.145712
2397	888	-0.145920
2398	1257	-0.146095
2399	521	-0.146109
2400	109	-0.146285
2401	1825	-0.146703
2402	1349	-0.149126
2403	964	-0.149254
2404	492	-0.149284
2405	273	-0.149528
2406	9	-0.150328
2407	2325	-0.150692
2408	2076	-0.150879
2409	525	-0.150890
2410	1143	-0.151026
2411	1784	-0.151706
2412	1043	-0.151713
2413	2056	-0.152085
2414	2225	-0.152354
2415	153	-0.153350
2416	82	-0.153552
2417	893	-0.153792
2418	467	-0.154596
2419	989	-0.155055
2420	907	-0.155818
2421	1240	-0.155906
2422	554	-0.156111
2423	262	-0.156191
2424	1120	-0.156664
2425	1949	-0.156813
2426	658	-0.157271
2427	644	-0.157340
2428	1929	-0.158004
2429	127	-0.158668
2430	1609	-0.159059
2431	774	-0.159062
2432	1306	-0.159437
2433	1739	-0.159762
2434	1242	-0.160294
2435	1686	-0.160552
2436	7	-0.161362
2437	1171	-0.161602
2438	617	-0.161784
2439	657	-0.161831
2440	1316	-0.163350
2441	962	-0.163502
2442	2347	-0.164855
2443	2064	-0.165304
2444	505	-0.165391
2445	36	-0.166446
2446	802	-0.167307
2447	1562	-0.168511
2448	601	-0.169457
2449	1871	-0.170874
2450	392	-0.173170
2451	725	-0.173331
2452	791	-0.174468
2453	1032	-0.174836
2454	1851	-0.174976
2455	1914	-0.176422
2456	1581	-0.177274
2457	2115	-0.177494
2458	364	-0.178533
2459	1480	-0.179521
2460	1597	-0.181204
2461	990	-0.182371
2462	354	-0.183616
2463	1615	-0.183825
2464	2271	-0.183856
2465	1889	-0.185208
2466	2124	-0.185287
2467	836	-0.186098
2468	1504	-0.186769
2469	563	-0.187599
2470	876	-0.188008
2471	293	-0.189817
2472	134	-0.190449
2473	166	-0.190979
2474	46	-0.193485
2475	429	-0.194205
2476	1800	-0.197623
2477	631	-0.199983
2478	1689	-0.200470
2479	1490	-0.200868
2480	2293	-0.201016
2481	2178	-0.201621
2482	2394	-0.202347
2483	105	-0.203622
2484	361	-0.205649
2485	2391	-0.206261
2486	668	-0.207619
2487	1544	-0.211783
2488	1523	-0.212369
2489	446	-0.220136
2490	1010	-0.220646
2491	1009	-0.221040
2492	101	-0.223848
2493	47	-0.224477
2494	1918	-0.234002
2495	1034	-0.236216
2496	1223	-0.239383
2497	1965	-0.249375
2498	1055	-0.264242
2499	924	-0.295541
2500	2256	-0.320396
