rank,candidate_relpath,similarity
1,angel_test_1840_z.npy,0.021058
2,angel_test_2067_z.npy,0.016981
3,angel_test_1294_z.npy,-0.024543
4,angel_test_2499_z.npy,-0.110841
5,angel_test_1859_z.npy,-0.112279
